walletAddress,tokenId,addOnTraitNames[0],,
0x7343ea6c29aea9649718ff870ddf3687b4f39f81,15297,ENERGY HALO,,
0x71db4acb731236ba67482bee3268a80b9cff2943,15822,ENERGY HALO,,
0xba1f5f3590876ad92e4004d257a41a1025efcbcd,13062,ENERGY HALO,,
0xc363a0264ad1dcf03f40fbae07366071977c19f1,31959,ENERGY HALO,,
0xe9cc8aa56e21e2c458024c11d53bb857243548e5,11147,ENERGY HALO,,
0xb7954018546147427c2281992be19da58894f0af,31193,ENERGY HALO,,
0x443557ce92e31c147edf3e2e434f33d51d9a1151,20050,ENERGY HALO,,
0x14c0398cb0676921b9deab6b857f834755fd6190,36689,ENERGY HALO,,
0x80c720537c032cd87d73922539ef7ce9c30943e6,25988,ENERGY HALO,,
0x6bb64da04f123c00cc46c5a4899d79aacf56e056,4373,ENERGY HALO,,
0x33d8f9ba74665e16684748020acb06908929799f,38523,ENERGY HALO,,
0x5b857b3942a438aa669b2015e839859a93723b46,25509,ENERGY HALO,,
0xd8148089d92e5579d5ad38cf194f449893ba28c9,14573,ENERGY HALO,,
0x20e6a4c277381476127675f579949d54ad1fb7d4,29070,ENERGY HALO,,
0x261667529090dc44cc810a83b7744c05b32caf80,31929,ENERGY HALO,,
0xc76cf4283dc17dcb6ef6d418456e48ec26fbf00d,29264,ENERGY HALO,,
0x9ff21192f8a7bd002328e9d17ad77de4f57d99f7,37792,ENERGY HALO,,
0x4db405e0b38899caee5665979764bdbe43bef1bd,8408,ENERGY HALO,,
0xc244b30dc50e5b72fb70f3ed267b8061973392a5,9478,ENERGY HALO,,
0x340aa52975b1ed98600ae48a7767f3648f666666,33615,ENERGY HALO,,
0x4215a14fff329d68dac45fe938bf533a01116dc1,33592,ENERGY HALO,,
0x8f43d92e39457bb7dc12f6f808f1750ddc70e89e,33536,ENERGY HALO,,
0x9fc74aa24ca73c2ab2d545d52b69c120eac52a69,32254,ENERGY HALO,,
0x19e04882cbdbf727a7b78bfd1d7f47ab2e7bb874,29182,ENERGY HALO,,
0x7731dc76a0b75ec316889c6f9c440d4ea6236134,25992,ENERGY HALO,,
0xa5496e65f1bc146b9e90e35aa09038df12f40bbf,21912,ENERGY HALO,,
0xa81166522864e01ab36071dd8a61d88bc808c581,18821,ENERGY HALO,,
0x632397c73c2ea9b74dfbcfa139f73b4c120ceb57,37902,ENERGY HALO,,
0x2d969fc94757ba882c90fd17d5faef1b439677a8,38159,ENERGY HALO,,
0x42e84be9c2434a6d490ed81a4f6158f5e51f7a09,22022,ENERGY HALO,,
0x8f38447a3fbc19973c32c3c50da42bb84a1e1476,7646,ENERGY HALO,,
0xf850c65c367351c1e01eda4d067820335df82d03,37507,ENERGY HALO,,
0x4c26e1ecb596a76a5c264b06751d71eff92f4898,22072,ENERGY HALO,,
0xe81700e3968690628424ad8f4fede7722311472c,26384,ENERGY HALO,,
0xa85f081014a2d7a291f44b3ed1a82f7e4fc0b075,38044,ENERGY HALO,,
0xa29d8ec7aa027b1d627add60d240f59081a8ece0,32134,ENERGY HALO,,
0x00324d6fdbaa17b1a5256f396319d513aefbbacf,22018,ENERGY HALO,,
0xe350f1b8b29007673aea4936dedf9140e92c4052,32252,ENERGY HALO,,
0x314923f06c408b1eb0f22ccf0ccec628a6f40333,26284,ENERGY HALO,,
0x893b9bcbfc36cd4af38a9db5b737997a7403a085,31947,ENERGY HALO,,
0xcececd30ebf57bc72e85ab47ae389ff67373a822,25900,ENERGY HALO,,
0x525aea6746f38eb0454db2682184e4741f707ce5,18237,ENERGY HALO,,
0x21d3e0eab99cbe85a54a1c7a83a0f427c3d2a70d,31013,ENERGY HALO,,
0x78b2b2be785f3dad9721212e28fbaf27fafef977,18434,ENERGY HALO,,
0x679ce19a03a3fac8b4bc6dde1c203569e7055839,2065,ENERGY HALO,,
0x5754d57ac28a1454fc84ae8cbc20f5c2d4c19e83,22023,ENERGY HALO,,
0x8cdc01c179640e634314640683fe130c45ea5dbb,32360,ENERGY HALO,,
0x9c200c2b7ee524219ca7581a0c02d5e296afc386,30941,ENERGY HALO,,
0x64097986230b11b323f84de2f7b73a344ee08375,21257,ENERGY HALO,,
0x4117f2b77f6bc55e48c5eb4f80234d22d91aa88b,19701,ENERGY HALO,,
0xd5ba305a1ad8fe1328a0cbda5a0ad128ec7bd272,29389,ENERGY HALO,,
0xdb0a67083e475b5c4bbba5fc8cb5c52ea55cb242,2677,ENERGY HALO,,
0x907b79edae0109d8811bd1c6d11968ef829488b7,28980,ENERGY HALO,,
0xe470ab95ee880267a7136ab6fcb88d57b7608b9e,29353,ENERGY HALO,,
0x29d7b7eac4deaa632abe92391ffd8a3ccdf5b979,29237,ENERGY HALO,,
0x1a0f62375563b50610faeb19e9c0ecca1c85b4bf,29176,ENERGY HALO,,
0xdefcd46c6e8419d2099f0933112fe5993bee560e,29071,ENERGY HALO,,
0xec33e6559f953b73780468cf7c669a697a988822,28883,ENERGY HALO,,
0xa983da5b5f7e4ed0b773bdb380bffc2e347def5c,12725,ENERGY HALO,,
0xb4bc2b2c697c06f0c0361580a3a0a79f2eb15783,28884,ENERGY HALO,,
0xbad4e31473813782fb66005ccdb3b1d5f0718a04,25978,ENERGY HALO,,
0xa431d45bf59d161f12334fcd5aaa2709497c35be,25884,ENERGY HALO,,
0x233b7ee90d1b3abe2daf7a75fde5102750d82bf7,25814,ENERGY HALO,,
0xa1c21e5d52b29df3b67849328e5bc8c3bcd6d861,31940,ENERGY HALO,,
0xf50b66123ec65cadcbda234d62def24d75e0f86a,25799,ENERGY HALO,,
0xc01ca21243ef00afc12cd42cde51deab91bad39a,28949,ENERGY HALO,,
0xeb43f375378bfec07977b2a315f1dd0ad6709510,1831,ENERGY HALO,,
0x3fb09cc49a02b1ea31106cc7e1d553f054b7510f,26170,ENERGY HALO,,
0x962bb45b4eb607d63f0fabdfee2e8a57a533b0bb,29380,ENERGY HALO,,
0x8df44e4e50068cad1bcd6e7a322014597af0ad8b,25597,ENERGY HALO,,
0xd9e5b29102461ab7c8ecd457a6130f03589b9ae3,10534,ENERGY HALO,,
0xc5e87bbd2e4bb4fa74ab7682f00202adb4c7cd07,26343,ENERGY HALO,,
0xe3a61c4f3249e12a4ae146e963b2a2a52d12780b,25595,ENERGY HALO,,
0xaf918533c4dac6142cdc319a88b67d60237b4c57,25927,ENERGY HALO,,
0xa35ac0ca78722f8156c35436d03a038e22065932,2189,ENERGY HALO,,
0xc01e19a2241e17962f2cce6808d2c18249e8c75a,21986,ENERGY HALO,,
0xd22247567c807ad2e0cb6daa259d031378c6e71b,32322,ENERGY HALO,,
0xab5b338a6e41adc55b539747481650ebe40dbede,27512,ENERGY HALO,,
0x0ae18ff1fd5c8b0a8514ee465eedcd4478cf3c91,37523,ENERGY HALO,,
0xbf8e400dac37e88641528503dcc824c3c9e95050,29195,ENERGY HALO,,
0xafee4ab17ea57209f2d0267e5f82d70b092b157f,25957,ENERGY HALO,,
0x55135459b85ebd8cca7c357587259090e742f965,21866,ENERGY HALO,,
0x8fd34eefbfc607a1aabd8e0eea2d1ce82b07e1ca,21579,ENERGY HALO,,
0xd708113d20b99cdfd77950de3d46aab10d071600,15310,ENERGY HALO,,
0xec125911912039f9993d229e67a20fd80947e317,26370,ENERGY HALO,,
0xd1e4681ac2a43b73684fee863650e826a1da7a40,31932,ENERGY HALO,,
0xe3557583bdfc12eaf28b9f2d9607e2ccd05b24b1,22061,ENERGY HALO,,
0xf3fbb2c0a711529ef9b81fe59a5ef5b8f1e0eb27,19704,ENERGY HALO,,
0x9b3274d6809e1edeb53b9810ec6f33f28a505fc5,9034,ENERGY HALO,,
0x807de0ff6938db898e7f06a1db8df13daabea693,25833,ENERGY HALO,,
0x6439dc0fe3a3f85d425f16f860f8ef638ce962b2,38153,ENERGY HALO,,
0x0243a21a1d0ed94b816098bcb8b88b5fb887c566,21792,ENERGY HALO,,
0x9efe00e91782ef77e88631350d71081178d310f8,21977,ENERGY HALO,,
0x307d959b91e88f38a266b4db0b814288dd99a17a,21867,ENERGY HALO,,
0x34ec9213a87502a9ef95ba438fae30624ba55f9e,25142,ENERGY HALO,,
0x6dea16c389636cb8eb80b04eae303fddfbb7b433,25513,ENERGY HALO,,
0xd8042c0e3f55f6ba10455406f22cbd86c1038779,6125,ENERGY HALO,,
0xc1e793b755aad89dd0bcb8cc2eb4629c7c0fe71a,32218,ENERGY HALO,,
0xd9202f3d0e0426d28c80eb3fb3e6d0dbfaaec87f,24684,ENERGY HALO,,
0xddbda9073c2715e1769fe1d3d4d470298e5d8d01,22198,ENERGY HALO,,
0x9b4d2f498aba4f20b454bb4c0433f93443607020,7057,ENERGY HALO,,
0xd379f5114a29b8424406df9315d1c383021a0a29,23227,ENERGY HALO,,
0xf9feccf8b2964fe703968fce94a2841f3bde62b0,22021,ENERGY HALO,,
0x8c29700243a832aa25684fc31a5a4d4d89f2b9cf,31445,ENERGY HALO,,
0x9de3631dfaabf2fe1a2ea10b3c59f2f119306375,38486,ENERGY HALO,,
0x0056ffa884895d41d4f09035dc1a686c372145c9,16604,ENERGY HALO,,
0x80d94d5b9938528467b5f8086cc8a142842694ae,3514,ENERGY HALO,,
0xc9e23b023ba23f48b26251b5fa57feae1f18b844,26048,ENERGY HALO,,
0x3b30d44df9afffc07a51457e18410c4ca0f90896,21616,ENERGY HALO,,
0x42b0a3c7f94a9ee4ac3e2242ec8031f45df7f589,38368,ENERGY HALO,,
0x5480b6587aab4af05bc4040cb1c6a8c14024113f,3920,ENERGY HALO,,
0x2e918a8529e58494ff1bc6a63d9a425e113044c3,37411,ENERGY HALO,,
0x77843845a70e197e1d782da0abe5674857512e52,16333,ENERGY HALO,,
0xc8d1cbae5dc3a0e2e6c68b375ba0061ee86ffd23,37320,ENERGY HALO,,
0x44901c7a6e6a56800fd7309b4b5a762eb887a1b8,3986,ENERGY HALO,,
0xa62d3d60d4fd743c32573d825c5fbdd89ad3ee39,21808,ENERGY HALO,,
0x7db7556595c170c0325a5cabcaf7cae76e408ee1,29173,ENERGY HALO,,
0x9d680651624060b7fb7622f4cd459afa490c3edc,21405,ENERGY HALO,,
0x460f8517cd8b6d2f58f962dddcbb6eeeb3a07fdb,5351,ENERGY HALO,,
0xff36da79cf472a3d0d60f95561adce920514630f,21174,ENERGY HALO,,
0x2beb67fe8bd3b61f5b29b260e0d0287916e5ad3d,37471,ENERGY HALO,,
0x85a6857c1a603a14e58e4280cb37f6b373f5bd7f,21766,ENERGY HALO,,
0x2731716c91490c99f4a399931119db6a06749e96,37429,ENERGY HALO,,
0x2e90822775e5e1ff524fbc637243d1ef73dd8abf,2582,ENERGY HALO,,
0x9a7869b436cd74569017e71f175d7b0a9a8df5bd,21303,ENERGY HALO,,
0x73308e9844e87e09f2c1e394e34a1fac19ea3841,21227,ENERGY HALO,,
0xcd782c5e7c326d31e87e6e8ba81203c4f11a75bd,29204,ENERGY HALO,,
0x124e06f78b85e04707cb8f2c744d74d81f42f2c2,25535,ENERGY HALO,,
0x641067ddb5b47b6d9f964ea564392d802d0ec96b,32713,ENERGY HALO,,
0xc85866dd27cdfa3bb91cb348c4849695a17fc4a1,9245,ENERGY HALO,,
0x1249cda35fd0804e5e661ec3f2e5a91ba686f819,4854,ENERGY HALO,,
0xa1b6acbfc6fa1f9319edf219024d05849eb78e10,5915,ENERGY HALO,,
0x587fbf84df414cd6c5a18ae7c2987f13a4b0b3b6,29252,ENERGY HALO,,
0xbc420d27e22796fc04e110c8680208a044359625,26233,ENERGY HALO,,
0x15a35d8356f805b53430005f1f33b09eb21ac34a,37376,ENERGY HALO,,
0xbf062f89bdbac9a19a4207723ffe51b46fc0a2fe,38324,ENERGY HALO,,
0x41befc524b1696b861c1ef465167f10bfc535fdb,26160,ENERGY HALO,,
0xe12770750c70bdfa36b838de3cfe591b6cd50deb,26187,ENERGY HALO,,
0x3264b5e312889118dc315b3e53f6b10b28d566ca,26180,ENERGY HALO,,
0xa281fff3ec55024ce80b34423aac247ebbdcb57f,26043,ENERGY HALO,,
0x9574f170f0a9e79fa345e422aa65e0306c7af1dc,25872,ENERGY HALO,,
0x3ec7ec7fa96e161efe20e20f0a99a05f5b484cc6,21874,ENERGY HALO,,
0xe09ac3fe9acf550d6f78e299e93cddcd5c541b9d,21613,ENERGY HALO,,
0x8774dbf3b7c15d962fcebc7ffc9765a7201f4100,7763,ENERGY HALO,,
0x1c8e156193c2600709fce30cb153b5daa8a05f7c,25802,ENERGY HALO,,
0xa140672957f2491e73329a135fff7883f5feaaef,32243,ENERGY HALO,,
0x99b003520a5c58c4e350af4378ab7fbce0011446,25842,ENERGY HALO,,
0x1e6a434f2344fefca0e9534f75f3a5268eb55015,26104,ENERGY HALO,,
0x2329560f8ec9e4c3d924131c4addf8de908d70db,29265,ENERGY HALO,,
0xb3aee9e08c333d59406e56959cd63727cb5aae5f,26124,ENERGY HALO,,
0xa49e5253753dfe91a11ffed3619d254a110e0463,37310,ENERGY HALO,,
0x8acb1149c7e87251b9659ec373fcf1c4eb9369b9,21845,ENERGY HALO,,
0x89f31bf08d63f85e496168d8d0ffa652ccc8f558,8166,ENERGY HALO,,
0x99e070deb95401f0ea3d417e7015ab9aa7c44aa3,6037,ENERGY HALO,,
0xab6d7cca861d7959e70323f97a59d8905a6edcb6,11317,ENERGY HALO,,
0xd60b974cdb8c890470583bd817340689d2cdd821,25525,ENERGY HALO,,
0xabf32619062bbbbd331052b1f49011cac908a2ef,25764,ENERGY HALO,,
0x6aba75870b1b800b01853ea114aaf4395eac0b57,25774,ENERGY HALO,,
0x54dba9fa6b8da01609a50187fdf09369b67ea5bb,26001,ENERGY HALO,,
0x2d619541a8562c4c268c864d0e540a77b75b347f,21721,ENERGY HALO,,
0xad6d87ed0d58b4bbc8d2d85efe1b589c86562081,21681,ENERGY HALO,,
0xb1a1830cf299c1879d2357c01f4f83bb4a0b8f64,21538,ENERGY HALO,,
0xf4cb7f635b6124301186a32dc77e8404ee926648,21526,ENERGY HALO,,
0xfb9df17f1e178f2daff8b7083a578323ca99f728,26344,ENERGY HALO,,
0x40cdc6eaa718344775551fb6a4123178fcf6430d,13338,ENERGY HALO,,
0x63af366ea9c4a14dbe81c3286e986321a05560a1,25693,ENERGY HALO,,
0xc108d1b9743c68b70f697f97dfa7ad72d2c0145a,25584,ENERGY HALO,,
0x0066ce7a7930171c8f6355f71d1d954736a01042,25521,ENERGY HALO,,
0x8d0b3f50eb5ca8c2dc88589f644545649da07598,29035,ENERGY HALO,,
0xfa0fc2bb1b603e1927f317072495aa398a93c90d,21504,ENERGY HALO,,
0x69a2da6d33085428498ee7f970751cf7b5d8a72b,21490,ENERGY HALO,,
0xf5100a41e97547ae76bf8c2cdc6b264ed1f29def,32347,ENERGY HALO,,
0xb8692a4fe0d915edd313977e0301b88170c7cefa,32261,ENERGY HALO,,
0xf72b1937f998ed9b13d5962ca8bda4f1ab476f51,26375,ENERGY HALO,,
0xc968ac1540edf662876320bda55bef69e6115372,29022,ENERGY HALO,,
0x9205bcbf2e7c9611319e2292365a7e894188ab72,26285,ENERGY HALO,,
0xb65abe26f729e77f738e1ebf5d2d2fd6d805ad49,26097,ENERGY HALO,,
0x375c27279131993856e809b04c1eb07d214d0b31,26027,ENERGY HALO,,
0xb7dd6ad46ec586645112f3b8f3833a2ee0d63d94,21685,ENERGY HALO,,
0x01e0f4cbcf418d5d3cf522e3fc2656ef7811ecc4,32336,ENERGY HALO,,
0x21440ad72cfad6bdecfb8b6c229168fe94a0210c,19748,ENERGY HALO,,
0x72a4c36de25caf95f0e0d87de018c50031dc151e,31983,ENERGY HALO,,
0xff9482f3c8e85c4460980ac00a886a51437a4e85,25701,ENERGY HALO,,
0x9051879ff0134bda091e14de5bc2b23e5117b426,19637,ENERGY HALO,,
0x987767eecfdf40ea12af745a1e3828466848281f,25935,ENERGY HALO,,
0x8368a2064ea28714529b39d853737da403fab232,32297,ENERGY HALO,,
0x4f318c4de70b971ee3c547e8d100e77207f81e66,28891,ENERGY HALO,,
0xa5e115f98ea2596afd17f38fc0ad5473900d0dd2,29242,ENERGY HALO,,
0x153cb2a1cb0af2855c798478a80bfc1c350391f0,26378,ENERGY HALO,,
0xb4e78348f54d0fd186660b80ed6a89b95d3b7257,26157,ENERGY HALO,,
0x79659ba2c5b6b9b92e3591c36b078a6ab52e42fe,26391,ENERGY HALO,,
0x31ca093e50889ea578bdc7f9b1a90fea655a4462,17883,ENERGY HALO,,
0x21e810706bb120c270544066ab2a25eef0fb9c4f,1473,ENERGY HALO,,
0x63379a990db3aac431ed666926b30a8e9b4fdb96,21961,ENERGY HALO,,
0x6609481512f8783d0d67902377f221466b39d329,37899,ENERGY HALO,,
0x81cd5b3f4200975b2dafda20dd570fafde61f6a1,23233,ENERGY HALO,,
0xc648a2fae8b3d903002c6dc17db81d0021d22b63,23113,ENERGY HALO,,
0x8812722e7048fda2b603ab456a33a15c0866bd93,18016,ENERGY HALO,,
0x30946b0fbe4ae04f2eb0a5bf6b6d263979644c46,14156,ENERGY HALO,,
0x1064aa646a7aedbd40816fc0c35e044d0244a764,30370,ENERGY HALO,,
0xd1a18dae2b6dbd48b3658a8316ade4425698c34d,37536,ENERGY HALO,,
0x8ead03abdbf0e1ad31e61e9e20f3677af33c1dfc,25636,ENERGY HALO,,
0x70aa4d9c2c23d526109a453c1d6f69d90b32ef3f,18665,ENERGY HALO,,
0x674f357be1c16b6e7e29e1ecf3565fe876d7f5eb,29052,ENERGY HALO,,
0x98b833c4ec4464ee4c8ca452cadaa1159f60f2f0,28930,ENERGY HALO,,
0x631e0d8cf69b1f7debdf1728f1ee0b9d20fb7e1f,21946,ENERGY HALO,,
0x5a736db8b8c8fa560cf0724cc3ccd41207a24820,16985,ENERGY HALO,,
0xfd771072ff0906f3a3704069ed98516e880e0505,29303,ENERGY HALO,,
0x8ff8000cc408f1de173858eec9ae359e8b225c5b,32,ENERGY HALO,,
0x5443ca36434fc9ee5a00058a455068782c1b9256,34,ENERGY HALO,,
0xfbd08fd2b2c7148b4e38624158c3155b5b49f886,65,ENERGY HALO,,
0xf901503348d657fe6b241d1595836bc13981dcd4,104,ENERGY HALO,,
0x3eeb0d015c1b491d1728e9210119987bc5450ff2,110,ENERGY HALO,,
0x0ac4dd0d43a587b5f44afd3c4e47ce49a5713292,121,ENERGY HALO,,
0x26ebdd88e8cbef0fa992b0badc94a05431a2df75,161,ENERGY HALO,,
0x95d522421bc057e784e1fa8a1e80cb1e3ba9eb09,167,ENERGY HALO,,
0xa9313c3020584ec137ee0f1bdbe287712039ef4a,187,ENERGY HALO,,
0x631cb036a534fd7cc58782ba52bb213308f6a0c6,205,ENERGY HALO,,
0x8f4467b5df4c03eb85e0b01fd0d7191357f858fc,229,ENERGY HALO,,
0x1e83da0885d0e400f3e9deb95b43ecec01d79830,250,ENERGY HALO,,
0xc709bc89f76e3eda7496ceb3b2949e775d757488,252,ENERGY HALO,,
0x31f289c19e6ad5cc63b84191697cbf10fe5cece4,254,ENERGY HALO,,
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,277,ENERGY HALO,,
0xdb0132c875ea7a00c4a6283da592ae6500205396,288,ENERGY HALO,,
0xed8cfe99546f171d0ccc8b48d0954a1f2deea0e1,343,ENERGY HALO,,
0xb6fef8a3269bb00b41ba5ba6b9d594d537f82040,442,ENERGY HALO,,
0xe1f7e15f3bafe9e2b999ba0758a5238de25113c0,457,ENERGY HALO,,
0xde794a5063ca26e9c9e2398a0bf5ccdc713f7c98,463,ENERGY HALO,,
0xf8aaa7cfe4cffec1d28903ab2072d79177137db8,477,ENERGY HALO,,
0x06c8fcdb705473e146c82acebb77b70e1c879eb0,604,ENERGY HALO,,
0x1567029cbe430e21475b03b3d58231d3c624d2c4,645,ENERGY HALO,,
0x3c247fd32385c3a6d7cf985cdae42d3f76fb036e,793,ENERGY HALO,,
0x240d23640a64a60238cf7f58ac2bca4a7aaa402a,850,ENERGY HALO,,
0x1d638f29b3d9b95f06289d75fc7409a4daa146c1,1361,ENERGY HALO,,
0x8b1510d9aaf015f23acf13e328ffb5ab065c5bd9,1125,ENERGY HALO,,
0x028e17782dbe945de0a41a7fe19f5bf55dc0c252,1120,ENERGY HALO,,
0xbc0e7c2eee1ff1c61449fad2d11923a1c0097f2b,821,ENERGY HALO,,
0x01863b065d8d8ed5397b266df2d121384e0b7d40,1382,ENERGY HALO,,
0x4e1894cb5c7f530a7eb1579a297a39276ba233dd,1384,ENERGY HALO,,
0x2f1be7e9d6f5ae564f82b7cdd79a3a51222e86ba,1394,ENERGY HALO,,
0xb6b4bc3c15a162c36f84d90d94e304d8786e9241,1450,ENERGY HALO,,
0x3ea2c9bad429589c94cc4ee3786fb04f0391c3f2,1651,ENERGY HALO,,
0x9b6cb5ee13014110211304de0c5cee1d9410a67f,1739,ENERGY HALO,,
0x3f6e473d9457452952026c6a77ea79a469d8bdd3,1749,ENERGY HALO,,
0xf9178e809cefaf2b219787336650a31552e52d5f,1812,ENERGY HALO,,
0xfe3fd57379b65ba4b0fe1e481e07e969153acae1,1851,ENERGY HALO,,
0xd78605a156309e9e536ea2d0723b8afa01b76fb9,1913,ENERGY HALO,,
0xa734b1133b846420567c98cbbdc86b6e3782f355,2126,ENERGY HALO,,
0xa10793bae59d05218177cf31a48e4892acf8fc0f,2162,ENERGY HALO,,
0x952b869b84d45821f31667771be7e8c51d7d0316,2232,ENERGY HALO,,
0x56403dc8291a5bd7c7a63a49edc5c1baac5c7d9c,2439,ENERGY HALO,,
0x54503eeded1fc55b94330bf82092ad41a76a8683,2473,ENERGY HALO,,
0xe3f5ebab783b3284120add823e99f07efa724742,2556,ENERGY HALO,,
0x88e85316a246b9e57a25a3481af990d262cad4b3,2578,ENERGY HALO,,
0x725521fe0173cba462992811974e343b67c6338f,2596,ENERGY HALO,,
0x711cc68ff9db7320289bbf524e2b7d12f085a4a2,2616,ENERGY HALO,,
0x8dc74d867f777074ea1abf936e908120f82f9602,2647,ENERGY HALO,,
0x0022251ccfb51d0c77218dd1c1bac68df7ca8098,2720,ENERGY HALO,,
0xac149dba100b21090b7f7b141f57368c4da6bfbc,2348,ENERGY HALO,,
0x1f77a19c0ea4484e9dbd0713ea4c0ec95ed642db,2856,ENERGY HALO,,
0xbc41695cfb12227a729c450b87265fea9f2c2d1e,2875,ENERGY HALO,,
0xa8327cf803d9851e4eafdc2669000fd2630a35b1,3049,ENERGY HALO,,
0x4fedd69d57cd378a0906bd185b7678478868e719,3057,ENERGY HALO,,
0xbd67befc0f34e78d00f761ef65e8a2ae8d6797b5,3066,ENERGY HALO,,
0x2c9e70dfeb48aa32b9ad7da92e79db921819dfc5,3086,ENERGY HALO,,
0xb055600e0da3f2d629b8874f1be95c2568524591,3209,ENERGY HALO,,
0xcb63d4930dde17e1156a341cba3735a3d8caffc7,3245,ENERGY HALO,,
0x50381f15948ae5d757b1e1d82695977b25f18814,3337,ENERGY HALO,,
0xd0b811b909affd5b7f3e1201d450da173796b7fb,3411,ENERGY HALO,,
